"persons-name","persons-birth_date","persons-sources","persons-summary","persons-image","persons-name","organizations-name","organizations-classification","posts-label","posts-role","posts-cargonominal","posts-cargotipo","posts-cargoclase","posts-duracioncargo","memberships-label","memberships-role","memberships-cargonominal","memberships-start_date","memberships-end_date","memberships-end_date_accuracy","memberships-start_date_accuracy"
"Hector Eduardo González","","","","","Hector Eduardo González","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Raul Hector González","","","","","Raul Hector González","Neuquén","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Jesus Geronimo González","","","","","Jesus Geronimo González","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Tomas Walter Gonzalez Cabañas","","","","","Tomas Walter Gonzalez Cabañas","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Carlos María Gonzalez Pastor","","","","","Carlos María Gonzalez Pastor","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Jose Ignacio Gorostegui","","","","","Jose Ignacio Gorostegui","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Erasmo Alfredo Goti","","","","","Erasmo Alfredo Goti","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Arturo F.A . Grimaux","","","","","Arturo F.A . Grimaux","La Rioja","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Emilio Roberto Guatti","","","","","Emilio Roberto Guatti","Santa Cruz","Provincia","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Diego Ramiro Guelar","","","","","Diego Ramiro Guelar","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Mario Alberto Gurioli","","","","","Mario Alberto Gurioli","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Reynaldo Pastor Gutierrez","","","","","Reynaldo Pastor Gutierrez","Neuquén","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Ignacio Guzman","","","","","Ignacio Guzman","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Maria Cristina Guzman","","","","","Maria Cristina Guzman","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Bernardo Eligio Herrera","","","","","Bernardo Eligio Herrera","La Rioja","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Jorge Luis Horta","","","","","Jorge Luis Horta","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Horacio Hugo Huarte","","","","","Horacio Hugo Huarte","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Diego Sebastian Ibañez","","","","","Diego Sebastian Ibañez","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Teofilo Iglesias Villar","","","","","Teofilo Iglesias Villar","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Norberto Imbelloni","","","","","Norberto Imbelloni","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Emilio Felipe Ingaramo","","","","","Emilio Felipe Ingaramo","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Gildo Insfrán","","","","","Gildo Insfrán","Formosa","","Diputado provincial","Diputado provincial","Diputado","Legislativo","Electivo","4","Diputado provincial","Diputado provincial","Diputado","1983-12-10","1987-12-10","year","year"
"Jose Felix Jalile","","","","","Jose Felix Jalile","Catamarca","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Jane","","","","","Miguel Jane","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"César Jaroslavsky","","","","","César Jaroslavsky","Entre Ríos","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Francisco Javier Jimenez","","","","","Francisco Javier Jimenez","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Angel Khoury","","","","","Miguel Angel Khoury","La Pampa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Jose Landin","","","","","Miguel Jose Landin","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Roberto Jose Langan","","","","","Roberto Jose Langan","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Harnaldo Efrain Lazcoz","","","","","Harnaldo Efrain Lazcoz","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Zelmar R. Leale","","","","","Zelmar R. Leale","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Luis Ascencion Lencinas","","","","","Luis Ascencion Lencinas","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Pedro Antonio Lepori","","","","","Pedro Antonio Lepori","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"David Lescano","","","","","David Lescano","Salta","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Carlos Lestani","","","","","Carlos Lestani","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Horacio Enerio Lugones","","","","","Horacio Enerio Lugones","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Teodoro Liptak","","","","","Teodoro Liptak","Neuquén","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Santiago Marcelino López","","","","","Santiago Marcelino López","Chubut","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Alberto Ramon Maglieti","","","","","Alberto Ramon Maglieti","Formosa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Lili M. D. De La Vega De Malvacio","","","","","Lili M. D. De La Vega De Malvacio","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Juan José Manny","","","","","Juan José Manny","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"José Luis Manzano","","","","","José Luis Manzano","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Alejandro Manzur","","","","","Alejandro Manzur","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Victor Carlos Marchesini","","","","","Victor Carlos Marchesini","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Norberto Enrique Marini","","","","","Norberto Enrique Marini","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Belarmino Pedro Martin","","","","","Belarmino Pedro Martin","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Jose Martinez Marquez","","","","","Miguel Jose Martinez Marquez","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Valentin Del Valle Martínez","","","","","Valentin Del Valle Martínez","Santa Cruz","Provincia","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Fausta G. Martinez Martinoli","","","","","Fausta G. Martinez Martinoli","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Cesar Francisco Masini","","","","","Cesar Francisco Masini","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Vicente Mastolorenzo","","","","","Vicente Mastolorenzo","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Jorge Ruben Matzkin","","","","","Jorge Ruben Matzkin","La Pampa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Salvador Leon Matus","","","","","Salvador Leon Matus","Río Negro","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Hector Maria Maya","","","","","Hector Maria Maya","Entre Ríos","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Fernando Alberto Medina","","","","","Fernando Alberto Medina","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Heraldo Medina","","","","","Miguel Heraldo Medina","Chubut","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Julio Alberto Migliozzi","","","","","Julio Alberto Migliozzi","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Alberto Santos Melon","","","","","Alberto Santos Melon","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Mario Raul Milano","","","","","Mario Raul Milano","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Julio Antonio Miranda","","","","","Julio Antonio Miranda","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Juan José Minichillo","","","","","Juan José Minichillo","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Pedro Monserrat","","","","","Miguel Pedro Monserrat","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Carlos L. Montero","","","","","Carlos L. Montero","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Miguel Jose Morages","","","","","Miguel Jose Morages","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Leopoldo Raul Guido Moreau","","","","","Leopoldo Raul Guido Moreau","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Alfredo Miguel Mosso","","","","","Alfredo Miguel Mosso","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Felix Justiniano Mothe","","","","","Felix Justiniano Mothe","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Marx Jose Nadal","","","","","Marx Jose Nadal","Salta","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Arturo Jesus Negri","","","","","Arturo Jesus Negri","San Luis","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Luis Oscar Orgambide","","","","","Luis Oscar Orgambide","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Cayetano De Nichilo","","","","","Cayetano De Nichilo","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Prospero Nieva","","","","","Prospero Nieva","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Antonio Paleari","","","","","Antonio Paleari","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Rogelio Papagno","","","","","Rogelio Papagno","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Abdol Carim M. Peche","","","","","Abdol Carim M. Peche","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Anselmo Vicente Pelaez","","","","","Anselmo Vicente Pelaez","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Artemio Agustin Patiño","","","","","Artemio Agustin Patiño","Formosa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Adam Pedrini","","","","","Adam Pedrini","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Lorenzo Antonio Pepe","","","","","Lorenzo Antonio Pepe","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Rene Perez","","","","","Rene Perez","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Pedro Armando Pereyra","","","","","Pedro Armando Pereyra","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Alfredo Perez Vidal","","","","","Alfredo Perez Vidal","Salta","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Carlos Maria J. Pintos","","","","","Carlos Maria J. Pintos","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Néstor Perl","","","","","Néstor Perl","Chubut","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Hugo Diogenes Piucill","","","","","Hugo Diogenes Piucill","Río Negro","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Mariano Juan Planells","","","","","Mariano Juan Planells","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
"Rodolfo Antonio Ponce","","","","","Rodolfo Antonio Ponce","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1987-12-10","",""
"Leonardo Ramon Prado","","","","","Leonardo Ramon Prado","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1983-11-29","1985-06-04","",""
